,new_cases
21048,0
38403,1
73558,1
54503,1
17204,0
45151,1
30905,1
30189,0
23709,1
17494,1
52542,0
40331,1
48827,1
56013,1
64271,1
69181,0
43274,1
16729,1
5643,1
24920,1
73872,0
32466,0
41393,1
7380,1
44285,0
15298,1
58050,0
33226,1
28498,1
74554,1
14825,1
26007,1
43458,1
42482,1
75772,0
2142,1
57375,1
16049,0
10264,0
26073,0
19831,0
9690,0
5789,1
66313,1
33077,1
47311,1
71228,1
34116,1
54608,1
17331,1
69227,0
34677,1
20771,1
71744,1
6652,1
33328,1
23860,1
28850,1
20023,1
45827,0
42461,0
51698,1
11502,0
29941,1
42338,1
33881,0
29795,1
72279,1
76066,1
63166,1
55557,1
20840,1
36112,1
70809,1
53807,1
26152,1
48594,1
7721,0
59895,1
56659,1
39094,0
37031,1
61582,1
34804,0
11928,0
54746,0
38310,1
72276,1
29658,1
8391,0
26349,1
27191,1
53788,0
56100,1
45846,0
60867,0
49317,0
61973,1
76035,1
73010,1
13922,0
7617,0
62725,0
26095,0
7388,1
32033,1
32358,0
22714,1
24810,1
33006,1
37107,1
45759,0
32690,1
37326,1
14423,1
73524,1
61048,1
60810,1
30032,1
69717,1
19705,0
29428,1
71856,1
41804,1
62684,0
30754,1
73407,1
57321,1
31347,1
22287,0
17285,1
34966,1
67375,1
53162,1
67544,1
74041,0
50215,1
52898,0
71201,1
70687,1
28575,1
26430,1
32552,0
33110,1
57431,1
39431,1
30679,0
71556,1
11368,1
56900,1
13478,1
64592,0
7685,1
15283,1
48177,1
42977,1
41768,1
20033,1
57185,1
41822,1
25644,1
40215,0
43292,1
9782,0
21827,0
32397,0
27661,1
45719,1
65850,1
72278,1
11551,1
41731,1
42644,1
8467,1
64605,0
65590,1
43771,0
41441,1
34045,1
66744,0
2584,0
40413,1
35874,1
47421,0
66350,1
41171,0
53392,1
71153,1
11678,1
4907,1
66403,1
73610,1
61188,1
28455,1
47354,0
41884,0
29248,0
66866,1
17406,1
4167,1
27612,1
17795,1
1514,1
34108,1
65612,0
48983,1
61528,1
4526,1
50531,1
28094,0
48109,0
54019,1
61668,1
47943,1
58207,0
34336,1
12574,1
43698,0
20555,1
8165,0
44017,1
67168,1
31908,1
55882,1
53848,0
18968,1
32614,0
53229,1
20674,1
56345,1
15653,0
65494,1
14803,1
52353,0
8835,1
23277,1
54338,0
2239,1
2249,1
1412,1
16272,1
21205,1
39380,1
5679,1
73655,1
22570,1
50518,1
31801,1
54844,1
46184,0
6822,1
70562,1
71430,1
22355,1
35272,1
59730,1
23255,1
24615,0
11315,1
15232,1
11641,1
43084,1
20019,1
19480,1
28733,1
24771,0
74538,1
14840,1
69086,1
45361,1
55053,1
18742,1
24834,1
4514,1
45339,1
30220,1
39604,0
13268,1
26674,1
67548,0
17628,1
26048,0
11104,1
64802,1
40319,1
3362,1
4342,1
45879,0
17972,1
6898,1
12726,1
45145,1
42694,1
66987,1
6104,1
16095,1
19608,0
17755,1
68721,0
54760,0
64343,1
24106,1
58953,0
17741,1
56956,1
2525,0
2536,0
9027,1
13537,1
55641,1
28998,1
65177,0
18332,1
73966,0
20464,1
40881,1
48655,1
10084,1
16440,0
21752,0
11847,0
40930,1
72349,1
61226,0
21690,1
2577,1
48844,1
24525,0
10899,1
27644,1
48111,0
75026,1
17879,1
38189,0
30513,1
12752,1
62484,1
3998,1
63145,1
76032,1
66689,0
47132,1
60017,1
4819,1
66695,0
67989,1
61864,1
31049,1
24229,0
5800,1
60220,1
64086,1
24189,0
26645,1
8860,1
52631,1
55385,1
11271,1
22386,1
26046,0
5198,1
75918,1
57822,0
8354,0
45107,1
11822,0
55908,1
14206,1
28411,1
3917,1
56838,1
42639,1
37465,1
62161,1
14033,1
7902,1
49200,0
34728,1
14349,1
34347,1
6326,1
45932,1
19397,1
2917,1
18613,1
69687,1
2129,1
73632,1
54361,0
1172,1
11169,0
5654,1
3779,1
2122,1
45707,1
10480,0
69269,0
57841,0
24233,0
72396,1
232,1
33081,0
46373,1
5961,1
43190,0
40020,1
13475,1
20841,1
42883,1
12558,0
4194,1
59291,0
59256,1
33857,0
29803,1
49379,0
50297,1
4650,1
68039,1
76619,1
65666,1
1806,0
44530,0
39349,1
34883,1
12650,1
7880,0
61053,1
64468,0
60807,0
36185,1
35662,1
6572,1
30992,1
37999,0
19052,1
15431,1
51790,1
41926,1
32851,1
51050,1
34821,1
16020,0
48202,1
15888,0
12749,1
18832,1
37877,0
60927,0
53862,0
17993,1
71142,1
39040,0
53468,1
69865,1
41697,0
41192,0
70518,0
18103,1
7174,1
68684,0
72451,1
37903,0
65394,1
22901,1
25097,1
23540,1
51956,1
36959,1
62366,0
26755,1
53094,1
40609,1
58710,0
19882,1
41492,1
74482,1
24727,1
5960,1
59188,0
3853,1
73433,1
71078,0
13405,0
73306,1
44120,1
723,1
12324,0
43800,1
46283,1
42393,1
76567,1
17815,1
40882,1
18679,1
21024,1
63025,0
67304,1
74442,1
11996,0
43009,1
5263,0
42454,1
22393,1
5611,1
29697,1
17183,1
13174,1
19432,1
57436,1
49580,0
15771,0
18869,1
41322,0
22643,1
22579,1
47569,1
54801,1
12723,1
50121,1
55007,1
4974,1
57445,1
55150,1
40476,1
54159,1
26052,1
8313,0
20257,0
6324,1
71357,1
43467,1
69104,1
68147,1
22557,0
68160,1
41242,1
28516,1
73013,1
7148,0
28687,0
27154,1
15079,1
9210,1
50283,1
28606,1
32576,0
75005,0
24330,0
49078,0
746,1
54092,1
20342,0
74597,1
10136,1
73169,0
4443,1
24565,0
11764,0
68002,1
34323,0
37970,0
6745,0
30478,1
22707,1
24132,1
46521,0
75985,0
4412,1
2130,1
75756,0
53846,1
45078,1
52278,1
57368,1
19100,1
71564,1
71021,0
15353,0
52191,1
4545,1
60790,0
26718,1
5081,1
58289,0
69556,1
22471,1
75688,1
67634,0
46699,1
52455,1
26354,1
33506,1
6992,1
709,1
59011,1
50188,1
13125,1
75905,0
14352,1
53988,0
35141,1
11020,1
23985,1
19969,1
57596,0
10921,1
9786,1
68460,0
52753,1
21425,0
47589,1
60179,1
18835,1
4430,1
65567,1
23208,1
48373,1
19500,1
20712,1
39591,0
42284,1
15168,1
43737,0
74372,0
62916,0
22949,1
72044,1
39167,1
11000,1
53322,1
26932,1
2529,0
35389,1
14736,1
64298,1
15085,1
1549,1
12744,1
3409,1
17255,1
52401,0
36836,1
70959,1
56953,1
64150,1
2392,1
55854,1
59416,1
68287,0
50985,1
52152,1
16721,0
54297,1
3938,1
69699,1
36334,1
5174,1
71090,1
33281,1
47472,1
73191,1
67756,0
22655,1
29319,0
59671,1
10381,0
1429,1
66096,1
73430,1
24871,1
32801,1
65513,1
14036,1
65543,1
22019,0
5233,0
32592,0
55962,1
30212,1
15800,1
69868,1
74960,0
49394,0
10217,1
68710,0
14331,1
41987,1
37989,0
9414,1
50570,1
188,1
66640,0
60411,1
31157,0
13226,1
12817,1
30322,1
2227,1
21855,0
3368,1
29484,1
42467,0
54721,1
2207,1
31226,1
29716,1
38830,1
63404,1
1730,1
24026,1
4999,1
17196,1
29069,1
60440,1
38820,1
33007,1
33384,1
9831,0
29836,0
67064,0
24746,1
51679,1
71064,0
21890,0
32513,0
59001,0
46704,1
54700,1
38152,0
19841,0
28269,0
27500,1
24476,0
43,1
15224,1
56102,1
16614,1
35260,1
23084,1
6671,0
312,0
72232,1
39854,1
37985,0
69563,1
16982,1
28026,0
68128,1
27515,1
37648,1
65144,0
65534,1
19463,1
5694,1
46071,1
39528,0
18390,1
20866,1
18501,1
70943,1
65477,1
33599,1
53786,0
7986,0
24692,1
34363,1
34224,1
32331,0
51046,1
56009,1
62067,1
33342,1
60784,0
66413,1
34155,1
21603,0
67909,0
53680,0
73076,1
27055,1
21816,0
18422,1
36046,1
66758,0
18014,1
18853,1
51282,1
3988,1
73641,1
5226,0
13658,0
51795,1
49144,0
21750,0
35493,1
65237,1
19367,0
47557,1
53581,0
61775,1
67841,0
62152,1
31430,1
35032,1
25527,0
24703,1
8995,1
49614,0
3530,1
59665,1
45651,1
69160,0
34036,1
64082,1
17228,1
73602,1
55306,1
60407,1
22280,0
62757,0
52059,1
2448,0
75178,1
54404,1
28537,1
75656,1
30200,0
29579,1
28829,1
6380,0
74471,1
41700,0
21718,1
13932,0
45903,0
14100,1
18724,0
4776,1
73443,1
39942,1
47916,1
55258,1
54731,0
34411,1
55687,1
31869,1
844,1
31683,1
62957,0
9291,1
69501,0
11593,1
28547,1
63661,1
65836,0
26954,1
60145,1
57226,1
10669,1
12188,0
11470,0
33386,1
18246,1
4308,1
76486,1
16463,1
63264,1
52267,1
61917,1
37624,1
42552,1
70594,1
75643,0
57483,1
72436,1
28920,0
34388,1
39735,1
37825,1
21642,0
36105,1
52310,1
58988,0
31048,1
33183,1
44404,0
21155,1
22783,1
70420,1
29584,0
58069,0
40233,0
33138,1
51141,1
31260,0
52595,1
55807,1
9072,1
9407,0
75579,1
41419,1
19718,0
15571,0
29095,0
71106,1
50479,1
41935,1
68189,1
25539,1
54070,1
50483,1
75681,1
14625,1
5956,1
20410,1
7419,1
9238,1
41035,0
61026,1
32702,1
948,1
53490,1
61227,1
55893,1
72410,1
23421,1
554,1
59607,1
50746,1
1136,1
8327,0
36798,1
71786,1
76522,1
71957,1
26812,1
9250,1
23254,1
5041,1
10738,1
16903,0
25119,1
28738,1
21557,0
46701,1
25373,1
51154,1
18609,1
1186,1
39803,1
29285,1
33582,1
34500,1
24290,0
53400,1
69237,0
52279,1
54217,1
45351,1
36944,0
30946,1
50878,1
12101,1
61299,0
51107,1
25533,1
33754,1
13993,1
45908,0
793,1
6249,1
76394,1
22665,1
32759,1
4921,1
42857,1
63977,1
68886,1
63807,1
46502,1
34398,1
9698,0
21919,0
59601,1
50353,1
10091,1
24060,1
1889,1
57246,1
65361,1
49560,0
59668,1
48083,0
5018,1
35812,1
8013,0
26531,1
16214,1
38435,1
27640,1
43612,0
24936,1
20857,1
1337,1
59997,1
5755,1
14428,1
65749,1
55074,1
53946,1
11942,0
45911,0
19600,0
6594,0
30950,1
17980,1
15477,1
21194,1
72439,1
38681,1
1717,1
951,1
1446,1
41426,1
52728,1
15312,1
28786,0
30712,1
18564,0
74993,1
54564,1
45730,1
7249,1
44799,1
61870,1
74481,1
55185,1
37723,0
14583,1
20073,1
27714,1
26402,1
41554,0
33547,1
40509,1
62094,1
43144,1
3466,1
34006,1
35166,1
27473,0
8475,1
60822,0
52659,1
16966,1
53656,0
62520,1
51739,1
13916,1
62408,1
29586,1
60986,0
60482,1
42825,1
56946,1
12525,0
50284,1
63385,1
48222,1
31891,1
18166,1
41799,1
49280,0
31108,1
10475,0
51071,1
57581,0
16466,0
56960,1
9742,0
9591,0
23152,1
66493,1
30003,1
44080,1
37070,0
37280,1
66439,1
73773,1
34278,1
47803,1
57496,1
31119,0
44949,0
20145,1
62309,1
134,1
18747,1
241,1
57960,1
33363,1
40692,1
12754,1
62825,0
76226,1
71889,1
41824,1
6099,1
14885,1
49824,0
10903,1
40676,1
61073,1
53835,1
45978,1
72755,1
18117,1
57366,1
56359,1
12232,0
16922,1
10668,1
21263,0
7578,0
72108,1
70076,1
11543,0
28922,1
33646,1
67702,0
11430,0
1728,1
49083,1
2285,1
41900,0
63388,1
20783,1
14695,1
59135,1
56259,1
14815,1
2588,1
31771,1
28448,1
75652,0
11237,0
24282,0
47213,1
29852,0
26314,0
35136,1
65894,1
68503,0
66930,1
62283,1
17311,1
28857,0
49015,0
43493,1
59825,1
49400,0
20822,1
52154,1
66978,1
57168,1
58208,0
32768,1
45768,0
11616,0
30330,1
67284,1
74741,1
58924,0
33385,1
19045,1
75706,0
26831,1
46753,1
74047,0
19859,0
26286,1
32199,1
48275,1
25330,1
13841,1
56796,1
51961,1
59008,0
70791,1
59512,1
36765,1
5773,1
408,0
44061,1
71029,0
40895,1
13258,1
56352,1
16201,1
16134,1
22865,1
8509,0
68635,0
16503,1
12769,1
33227,1
13942,1
64483,0
28694,0
21220,1
70424,1
67305,1
4943,1
51420,1
48410,1
33975,1
46681,1
43433,1
71955,1
44000,1
26350,1
6813,1
75505,1
43142,1
14707,1
1191,0
825,1
24984,1
64070,1
6131,1
8499,0
72351,1
27058,1
34126,1
2487,0
31915,1
3039,1
19365,1
7701,1
68880,1
36752,1
5640,1
6069,1
13148,1
41336,0
60288,1
16656,1
56843,1
63383,1
28381,1
26066,0
76050,1
67248,0
70738,1
47075,1
7948,0
46325,1
18964,1
4410,1
66384,1
72419,1
4451,1
2465,0
25882,0
19442,1
54602,1
45660,1
20233,1
5523,1
26611,1
52050,1
65491,1
14681,1
61271,1
72536,1
72469,1
43267,1
66722,1
54163,1
30462,1
37947,0
67515,1
12642,1
54882,1
50627,1
67367,1
19664,1
52277,0
36342,0
5019,1
71443,1
58859,1
43972,1
71206,1
51533,1
69432,0
25335,1
8872,1
36692,1
33275,1
32037,1
56935,1
32179,1
16921,1
59172,1
45523,0
1024,1
29812,1
72765,1
65379,0
65541,1
50474,1
48842,1
30343,1
35415,1
32898,1
9152,1
3605,1
50943,1
19363,1
58976,0
51289,1
57908,0
73171,1
43747,0
47045,1
55637,1
26157,1
24787,1
35723,1
17476,1
18978,1
66114,1
5646,1
73420,1
17094,1
47463,1
76146,1
61915,1
60738,0
2756,0
46252,0
11981,1
68406,0
19012,1
7396,1
13518,1
67358,1
56423,1
25273,1
16077,1
45513,1
36539,1
9702,1
5863,1
16281,1
72873,1
70487,1
56566,1
56244,1
31654,1
33013,1
12854,1
20965,1
34356,1
72051,1
35143,1
20205,1
28986,0
46614,1
17042,1
59059,1
1837,1
51835,1
63508,1
36522,1
52206,0
30190,0
37320,1
11571,0
73600,1
7378,1
75247,1
69975,1
25050,0
66417,1
69204,0
65371,1
9766,0
37721,1
23938,1
8729,0
34202,1
38705,1
37172,1
10226,1
74174,0
68071,1
70754,1
36251,1
73975,0
8719,0
42170,0
65118,1
64670,1
38168,0
69063,1
64128,1
13496,0
40808,1
65959,0
51270,1
42183,1
50375,1
39569,1
68040,1
73702,1
12845,1
18467,1
43572,1
54753,0
68209,1
9603,1
64159,1
21746,0
43630,0
15833,1
24997,1
15049,1
15979,1
6711,1
43266,1
49042,1
66789,1
74573,1
65028,1
70746,1
60293,1
41955,1
2709,1
68774,1
50035,1
67499,1
8290,0
58238,1
39787,1
55366,1
25756,1
18150,1
21759,0
993,1
54320,0
33094,1
12384,0
71456,1
62313,1
46299,1
12276,0
1350,1
25309,1
11627,1
8552,1
56634,1
48748,1
29512,0
69628,1
37988,0
10806,1
25270,1
15046,1
20759,1
34089,1
15266,1
8502,0
10704,1
46466,1
12637,1
8166,0
35689,1
60699,1
51738,1
47936,1
48763,1
13272,1
14809,1
54765,0
30904,1
51308,1
23163,1
61863,1
1428,1
60477,1
2857,1
27544,1
6480,0
45065,1
37939,0
28129,0
60965,0
44315,0
34960,1
33841,1
36706,1
52517,1
32684,1
58296,0
47391,0
74533,1
68062,1
55360,1
67546,0
1510,1
20520,1
36905,1
45207,1
49803,0
60453,0
23719,0
10649,1
75340,1
31501,1
23317,0
4189,1
47105,1
19901,1
3525,1
51379,1
15211,1
66580,1
73762,1
67681,0
46958,0
35553,0
7537,1
70580,1
29434,1
1495,1
52406,1
3708,1
70426,1
50828,1
10549,0
47203,1
55465,1
22673,1
33442,1
4339,1
12567,1
30495,1
36594,1
2883,1
34282,1
59435,0
18606,1
7940,0
71404,0
66667,0
40748,1
66414,1
20442,1
62373,0
73424,0
48236,1
20495,1
20542,1
5624,1
4045,0
39213,0
38807,1
57469,1
56771,1
43137,1
48067,0
54904,1
32958,1
21118,1
14173,1
63886,1
49405,0
8986,1
3004,1
66614,1
11102,1
677,1
15980,0
54067,1
65384,1
18444,1
18614,1
8602,1
23410,1
1723,1
19973,1
49572,0
22332,1
59963,1
58471,0
49030,1
23356,1
54713,1
44100,1
63548,1
68561,0
19546,0
71679,1
40904,1
74194,0
3623,1
35118,0
2278,1
54419,1
11674,1
48325,1
66182,1
58403,0
29220,0
54121,1
70078,1
73104,1
39330,0
28209,1
55921,1
70406,1
51823,1
75268,1
2109,1
14375,1
34822,1
15853,0
60493,1
29212,0
11909,0
61819,1
20190,1
49435,0
2075,0
20487,1
72038,1
57519,0
4713,1
49700,0
21315,1
55068,1
4562,1
35451,1
66245,0
50275,1
5634,1
26225,0
59510,1
50735,1
8139,0
32837,1
60626,1
26235,0
4003,1
55368,1
31314,1
39430,1
55750,1
69424,0
59857,1
4668,1
38276,1
5511,1
30112,0
23302,0
57973,0
28031,0
52789,1
16414,0
45190,1
27339,0
32566,0
18245,1
62201,1
36299,1
12045,1
66129,1
24416,0
70220,0
50725,1
32316,0
6911,1
13825,1
74337,1
66477,1
14913,1
37358,1
3957,1
76042,1
50866,1
55322,1
43256,1
8497,0
25428,1
73961,0
4436,1
13089,1
69745,1
49590,0
22742,1
9211,1
66603,1
69137,0
28968,1
43515,1
65580,1
3950,1
72746,1
31343,1
54525,1
57952,0
18659,1
38955,1
1882,1
29790,1
24747,1
14228,1
31101,1
10812,1
48597,1
7998,1
32146,1
69885,1
13240,1
5709,1
65659,0
17621,1
17926,1
37109,1
49675,1
7226,1
51777,1
70462,1
54789,1
29111,0
31777,1
33777,1
9390,1
1683,0
14573,1
45832,0
29921,1
65335,1
59893,1
64633,0
10017,1
38915,1
18767,1
29121,1
31222,1
41459,1
29268,1
48020,1
41856,1
48719,1
18650,1
60556,1
66485,1
62659,0
28352,1
41737,1
38816,1
9285,1
34118,1
71843,1
64587,0
48179,1
3474,1
35080,1
32550,0
34842,1
21717,0
41377,1
61315,0
74423,1
35816,1
62259,0
41276,0
41707,1
41943,1
25350,1
64002,1
19713,0
41008,1
66936,1
31774,1
48040,1
9578,0
4247,1
5101,1
48175,1
58003,0
58343,0
20348,1
50335,1
59767,1
17036,1
22690,1
33532,1
72301,1
27091,0
76564,1
23556,1
68177,1
60143,1
5873,1
28354,1
9948,1
9914,1
39136,0
69742,1
70493,1
66156,1
31005,1
8839,1
62093,1
58353,0
53557,1
49384,0
29908,1
52787,1
71223,1
48396,1
28245,0
57040,1
63603,1
64313,1
34496,1
44021,1
16549,1
56629,1
37734,1
16845,1
12973,0
72883,1
38319,1
4127,1
28855,1
47363,1
18805,1
15656,1
73834,0
43105,1
58498,0
48176,1
5327,0
27244,1
43431,1
31163,0
28170,0
7154,1
37515,1
31632,1
34328,1
19955,1
34712,1
22843,1
20829,1
27928,0
32279,0
71638,1
27760,1
50752,1
55815,1
64576,1
9448,1
3485,1
72423,1
27224,1
63018,1
403,0
35219,1
7166,1
44778,1
75402,1
58151,1
72169,1
1347,1
2619,0
47690,1
8403,0
53416,1
66986,1
63423,1
64735,1
62301,1
43757,0
18972,1
42004,1
56339,1
54167,1
11961,0
12745,1
53876,0
1176,1
69232,0
32785,1
42558,1
11884,0
48681,1
13576,0
41045,1
61714,1
68986,1
33790,1
16362,1
71332,1
46842,1
23685,1
45829,0
23595,1
1054,1
25451,1
74959,1
35107,1
70490,1
2343,0
42200,1
20015,1
56385,1
67004,1
49382,1
56457,1
3424,1
20305,0
18335,1
42555,1
66723,0
36742,1
68683,0
62184,1
55489,1
23146,1
47888,1
63557,1
72308,1
32488,0
42860,1
1065,1
52042,1
45884,1
46409,1
33144,1
45152,1
16183,1
39301,1
50543,1
2085,1
25435,1
14083,1
38481,1
70488,1
71474,1
7187,1
50503,1
55958,1
12908,1
20063,1
73673,1
15473,1
71655,1
57594,0
34894,0
46797,1
9000,1
61662,1
31785,1
56662,1
7647,1
55887,1
74219,0
59087,1
13957,0
5971,1
5869,1
26171,0
39388,1
72811,1
16250,1
4572,1
44817,1
63058,0
30329,1
9577,1
4602,1
1593,0
20339,1
53582,0
36002,1
57659,0
56372,1
53300,1
10545,0
72297,1
29333,0
8868,1
15501,0
46476,1
72700,1
7118,1
17686,1
66422,1
17767,1
43387,1
21496,0
17425,1
58931,0
28845,1
28879,1
64685,0
35286,1
12672,1
14207,1
41189,1
74833,1
47723,0
12571,1
35579,0
50891,1
52171,1
25002,1
57665,0
26839,1
34759,1
57541,0
9781,0
20596,1
39077,0
10071,1
43703,0
21517,0
30508,1
74144,0
22752,1
64741,1
24190,0
54181,1
20695,1
36610,1
26670,1
37140,1
61733,1
56863,1
8866,1
11974,0
39652,0
71557,1
25136,0
64143,1
74657,1
67093,0
54224,1
56716,1
64602,1
51936,1
11922,1
34343,1
35868,1
805,0
37950,0
34727,0
30521,1
64190,1
62582,1
11520,0
59595,1
11951,0
47339,1
59304,1
43428,1
10906,1
50303,1
53708,0
29532,0
952,1
20042,1
5422,0
45279,1
1586,0
29962,1
43460,1
41135,0
14725,1
47450,1
15163,1
43886,1
3380,1
7618,0
46124,1
72405,1
26742,1
16418,0
73062,1
56395,1
43157,1
52405,1
70617,1
23647,1
36937,1
57034,1
24675,1
72626,0
10111,1
28409,1
67937,0
33155,1
44212,0
57950,0
75309,1
67555,0
41560,1
20119,1
17524,1
39877,1
33146,1
44274,0
67958,1
68466,0
13036,1
67330,1
69049,1
21295,0
59227,1
64703,1
24560,0
75066,1
75853,0
73173,1
64045,1
31196,0
59490,1
19854,0
15447,1
57018,1
63068,0
656,1
15866,1
69179,0
33133,1
40072,1
3556,1
42093,1
56280,1
43031,1
30567,1
72326,1
15103,1
10168,1
45944,0
24587,0
18274,1
73680,1
59863,1
6726,1
43276,1
39804,1
19646,0
22363,1
35811,1
28444,1
28283,0
48277,1
39064,1
19697,0
19680,0
25131,1
57852,0
4405,1
51234,1
12667,1
47043,1
32524,0
40903,1
19371,0
30854,1
44108,1
41494,0
71686,1
35537,0
50552,1
57991,0
34796,1
62778,0
48247,1
35356,1
70504,0
64151,1
14214,1
67347,1
19347,1
12389,0
41329,1
25166,1
54981,1
22985,1
23955,1
24830,1
44137,0
9370,1
69597,1
9164,1
69150,0
14025,1
55955,1
22664,1
66396,1
29741,1
67858,0
3891,1
21541,0
48140,1
43549,1
303,1
41640,0
46139,1
66411,1
44914,1
9188,1
29074,1
52197,1
35075,1
74073,0
17445,1
17750,1
5384,1
47209,1
25113,1
66850,1
67741,0
30332,1
53780,0
58681,0
17081,1
55646,1
48046,0
66988,1
8937,1
17672,0
49296,0
63839,1
48614,1
48148,1
19512,0
10362,0
2896,1
25384,1
4467,1
60125,1
66586,1
19847,0
55064,1
26302,1
7123,1
62387,1
21451,0
34783,1
68569,0
1086,1
29274,0
44418,0
2253,1
50699,1
14470,1
12108,0
64985,1
70051,1
51517,1
4292,1
45907,0
5412,1
72078,1
55286,1
497,1
16976,1
42544,1
51088,1
57937,0
75158,1
44878,1
20032,1
9640,1
50651,1
28660,1
51418,1
50814,0
12768,1
12534,0
36423,1
53320,1
26169,0
48559,1
62597,1
61884,1
6492,0
7469,1
30550,1
43471,1
30301,1
66903,1
18084,1
48942,0
52172,1
23884,1
60053,1
30638,0
10850,1
67711,0
69325,0
23818,1
42447,0
54133,1
15273,1
64906,1
60245,1
75103,1
42310,1
50789,1
75991,0
69562,1
58244,0
33750,1
42663,1
24923,1
39217,1
57832,0
38235,0
4322,1
3820,1
19998,1
46148,1
66230,1
5884,1
40116,0
68871,1
34726,1
28403,1
75663,1
61132,1
38147,0
63361,1
19741,1
8152,0
27736,1
15140,1
19104,1
12889,1
33401,1
8170,0
25071,0
56098,1
30837,1
18894,0
38684,1
21719,0
5490,1
26843,1
68065,1
31990,1
15965,0
75321,1
38966,1
47438,0
69213,0
11155,0
69826,1
64184,1
53443,1
55785,1
11783,1
4848,1
17966,1
38466,1
19226,1
43096,1
75759,0
52372,1
62162,1
8216,0
30278,1
27957,0
22607,1
60368,0
40716,1
52525,1
59212,0
42209,1
7775,1
27116,1
15421,1
22772,1
64158,1
48616,1
39949,1
32135,1
71915,1
11105,1
9564,0
41207,1
54099,1
51135,1
26333,1
42366,1
17577,0
62267,1
18983,1
63128,0
23167,1
35357,1
19431,0
10497,0
978,1
68331,0
3155,1
55848,1
51358,1
52843,1
70554,1
48684,1
65410,1
28019,0
75817,0
42457,0
32597,0
38694,1
5559,1
44923,1
29989,1
12299,0
17725,1
67159,1
55541,1
32678,1
32350,0
11260,1
29169,0
38548,1
1758,1
47519,1
65899,1
29211,0
27330,1
32457,0
70329,1
15843,0
41563,0
39163,0
56137,1
38589,1
19865,0
48420,1
20087,1
4106,1
31803,1
64568,0
8141,1
62848,0
60115,1
74847,0
13304,1
50563,1
72776,1
15652,1
72528,1
7872,1
3160,1
57155,1
42655,1
9419,1
12507,0
6680,0
74222,0
75001,1
38226,0
21214,1
19344,1
50616,1
13849,1
40345,1
73085,1
9975,1
71938,1
51490,1
74371,0
76559,1
8111,0
40466,0
4428,1
34201,1
71468,1
5758,1
61571,1
28868,1
71242,1
2832,1
10865,1
28301,1
4357,1
2879,1
46076,1
68372,0
22644,1
58223,0
72733,1
54294,1
74083,0
30968,1
71174,1
1904,1
11635,1
32749,1
17581,1
25334,1
7769,1
66429,1
71551,1
47704,0
51403,1
19852,1
13353,0
56596,1
73730,1
36675,1
75421,1
46188,0
73178,1
18556,1
25209,1
41450,1
40094,1
32688,1
8483,1
70184,1
33562,1
17566,1
27773,1
45045,1
121,1
17710,1
7418,1
16003,0
30752,1
76283,0
64623,1
33731,1
33388,1
19454,1
67659,0
2847,1
1147,1
37638,1
62647,1
8052,1
48321,1
62629,1
61033,1
6889,1
45316,1
1251,1
64617,0
65183,0
60800,1
70459,0
74591,1
8221,0
67699,0
13209,1
72990,1
36248,1
64406,1
74779,0
19361,0
63414,1
31799,1
53818,0
48557,1
19111,1
46594,1
17102,1
40729,1
57247,1
59108,1
69145,1
73316,1
35830,1
66704,0
76590,1
11007,1
56631,1
41497,0
36219,1
64287,1
73821,0
74613,1
58566,0
49686,1
55424,1
62143,1
51687,1
74462,1
12445,0
21080,1
67869,1
23656,1
62176,1
74341,1
45973,0
19883,1
54923,1
5481,1
3472,1
29151,0
50167,1
12412,1
43844,1
3397,1
68028,1
59423,1
28327,1
24079,1
29644,1
4971,1
9116,1
72036,1
34818,1
64310,1
14091,1
56073,1
65923,1
51755,1
13008,0
69423,0
22442,1
63151,1
20403,1
11849,0
54637,1
7840,1
14454,1
66823,1
2071,1
45194,1
11488,1
56461,1
61025,1
264,1
44836,1
61896,1
7508,1
44798,1
12654,1
41493,0
67703,0
9029,1
34987,1
53677,0
68103,1
70451,1
45233,1
14374,1
28536,1
4641,1
46192,0
60047,1
9042,1
51511,1
62266,0
9166,1
56266,1
5768,1
34487,1
18327,1
31257,1
27629,1
67669,0
68393,0
44680,1
10718,1
56612,1
39887,1
4483,1
26948,1
60930,0
73381,1
51800,1
16928,1
6520,1
58963,0
45100,1
55522,1
12798,1
39497,0
64532,1
3662,1
8560,0
11677,1
29959,1
14447,1
2545,0
57621,0
74355,1
34048,1
6053,1
38658,1
28484,1
6746,0
24191,0
41156,0
32071,1
18435,1
22904,1
29840,1
33530,1
68530,0
10200,1
60560,1
19118,1
33221,1
73497,1
66646,0
64504,0
47858,1
6768,0
16504,1
64490,1
37402,1
53843,0
65656,1
7438,1
52546,1
14793,1
39647,1
71607,1
45067,1
15392,0
73074,1
26634,0
64001,1
74246,0
71526,1
68997,1
46021,1
12277,0
49444,0
46368,1
74789,0
22533,1
61647,1
56464,1
39364,1
11613,0
50260,1
53110,1
12893,1
67947,0
4847,0
23036,1
33474,1
29155,0
62256,0
51079,1
43920,1
23629,1
72608,1
38768,1
3965,1
12220,0
24209,0
56214,1
24279,0
49912,1
54947,1
27706,1
43241,1
57338,1
71630,1
49059,1
59777,1
74140,0
67927,0
66215,1
17173,1
58397,0
19788,0
8580,1
43993,1
2607,0
6619,1
30120,1
30435,1
4480,1
15874,0
66195,1
39032,0
71022,0
7594,0
36740,1
16185,1
39582,0
27727,1
21682,0
6725,1
